cols,hsnsac
"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING LINE TELEPHONE SETS WITH CORDLESS HANDSETS AND TELECOMMUNICATION APPARATUS FOR CARRIER-CURRENT LINE SYSTEMS OR FOR DIGITAL LINE SYSTEMS; VIDEOPHONES - PARTS: OTHER",85179090
"MICROPHONES AND STANDS THEREFOR: LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES: HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LUUDSPEAKERS: AUDIO-FREQUENCY ELECTRIC AMPLIFIERS: ELECTRIC SOUND AMPLIFIER SETS",8518
"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES; HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS; AUDIOFREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SET MICROPHONES AND STANDS THEREFOR",85181000
"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES; HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS; AUDIOFREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SET - LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES: SINGLE LOUDSPEAKERS, MOUNTED IN THEIR ENCLOSURES",85182100
"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES; HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS; AUDIOFREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SET - LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES: MULTIPLE LOUDSPEAKERS, MOUNTED IN THE SAME ENCLOSURE",85182200
"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES; HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS; AUDIOFREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SET - LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES: OTHER",85182900
"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES; HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS; AUDIOFREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SET HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS",85183000
"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES; HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS; AUDIOFREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SET AUDIO-FREQUENCY ELECTRIC AMPLIFIERS",85184000
"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES; HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS; AUDIOFREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SET ELECTRIC SOUND AMPLIFIER SETS",85185000
"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES; HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS; AUDIOFREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SET PARTS",85189000
SOUND RECORDING OR REPRODUCING APPARATUS,8519
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE COIN OR DISC-OPERATED RECORD-PLAYERS",85191000
"SOUND RECORDING OR REPRODUCING APPARATUS - APPARATUS OPERATED BY COINS, BANK NOTES, BANK CARDS, TOKENS OR BY OTHER MEANS OF PAYMENT",85192000
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - OTHER RECORD-PLAYERS: WITHOUT LOUDSPEAKER",85192100
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - OTHER RECORD-PLAYERS: OTHER",85192900
SOUND RECORDING OR REPRODUCING APPARATUS -TURNTABLES (RECORD-DECKS),85193000
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - TURNTABLES (RECORD-DECKS): WITH AUTOMATIC RECORD CHANGING MECHANISM",85193100
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - TURNTABLES (RECORD-DECKS): OTHER",85193900
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE TRANSCRIBING MACHINES",85194000
SOUND RECORDING OR REPRODUCING APPARATUS -TELEPHONE ANSWERING MACHINES,85195000
"SOUND RECORDING OR REPRODUCING APPARATUS - OTHER APPARATUS -- USING MAGNETIC, OPTICAL OR SEMICONDUCTOR MEDIA",85198100
Other,851989
SOUND RECORDING OR REPRODUCING APPARATUS - OTHER APPARATUS -- OTHER --- AUDIO COMPACT DISC PLAYER,85198910
SOUND RECORDING OR REPRODUCING APPARATUS - OTHER APPARATUS -- OTHER --- COMPACT DISC CHANGER INCLUDING MINI DISC PLAYER OR LASER DISC PLAYER,85198920
SOUND RECORDING OR REPRODUCING APPARATUS - OTHER APPARATUS -- OTHER --- TIME CODE RECORDER,85198930
SOUND RECORDING OR REPRODUCING APPARATUS - OTHER APPARATUS -- OTHER --- MP-3 PLAYER,85198940
SOUND RECORDING OR REPRODUCING APPARATUS - OTHER APPARATUS -- OTHER --- OTHER,85198990
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - OTHER SOUND REPRODUCING APPARATUS: POCKET-SIZE CASSETTE PLAYERS",85199200
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - OTHER SOUND REPRODUCING APPARATUS: OTHER, CASSETTE-TYPE",85199300
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - OTHER : - OTHER SOUND REPRODUCING APPARATUS: AUDIO COMPACT DISC PLAYERS",85199910
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - OTHER : - OTHER SOUND REPRODUCING APPARATUS: COMPACT DISC CHANGER INCLUDING MINI DISC PLAYER OR LASER DISC PLAYER",85199920
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - OTHER : - OTHER SOUND REPRODUCING APPARATUS: TIME CODE READERS",85199930
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - OTHER SOUND REPRODUCING APPARATUS: - OTHER : MP-3 PLAYER",85199940
"TURNTABLES (RECORD-DECKS), RECORD-PLAYERS, CASSETTE-PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE - OTHER : - OTHER SOUND REPRODUCING APPARATUS: OTHER",85199990
OMITTED,8520
"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE DICTATING MACHINES NOT CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER",85201000
"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE TELEPHONE ANSWERING MACHINES",85202000
"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE - OTHER MAGNETIC TAPE RECORDERS INCORPORATING SOUND REPRODUCING APPARATUS: DIGITAL AUDIO TYPE",85203200
"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE - OTHER MAGNETIC TAPE RECORDERS INCORPORATING SOUND REPRODUCING APPARATUS: - OTHER, CASSETTE-TYPE: HEAVY-DUTY TAPE RECORDERS",85203310
"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE - OTHER MAGNETIC TAPE RECORDERS INCORPORATING SOUND REPRODUCING APPARATUS: - OTHER, CASSETTE-TYPE: OTHER",85203390
"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE - OTHER MAGNETIC TAPE RECORDERS INCORPORATING SOUND REPRODUCING APPARATUS: - OTHER : HEAVY-DUTY TAPE RECORDERS",85203910
"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE - OTHER MAGNETIC TAPE RECORDERS INCORPORATING SOUND REPRODUCING APPARATUS: - OTHER : OTHER",85203990
"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE - OTHER: COMPACT DISC RECORDING APPARATUS",85209010
"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE - OTHER: OTHER",85209090
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER",8521
Magnetic tape-type,852110
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER -MAGNETIC TAPE-TYPE: - CASSETTE TAPE-TYPE: PROFESSIONAL VIDEO TAPE RECORDERS WITH  OR 1 TAPE",85211011
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER -MAGNETIC TAPE-TYPE: - CASSETTE TAPE-TYPE: VIDEO RECORDERS BETACAM OR BETACAM SP OR DIGITAL BETACAM S-VHS OR DIGITAL-S",85211012
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER -MAGNETIC TAPE-TYPE: - CASSETTE TAPE-TYPE: OTHER",85211019
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER -MAGNETIC TAPE-TYPE: - SPOOL TYPE: PROFESSIONAL VIDEO TAPE RECORDERS WITH  OR 1 TAPE",85211021
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER -MAGNETIC TAPE-TYPE: - SPOOL TYPE: VIDEO RECORDERS BETACAM OR BETACAM SP OR DIGITAL BETACAM S-VHS OR DIGITAL-S",85211022
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER -MAGNETIC TAPE-TYPE: - SPOOL TYPE: OTHER",85211029
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER -MAGNETIC TAPE-TYPE: - OTHER: PROFESSIONAL VIDEO TAPE RECORDERS WITH  OR 1 TAPE SOLID STATE OR OTHERWISE",85211091
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER -MAGNETIC TAPE-TYPE: - OTHER: VIDEO RECORDERS BETACAM OR BETACAM SP OR DIGITAL BETACAM S-VHS OR DIGITAL-S",85211092
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER -MAGNETIC TAPE-TYPE: - OTHER: OTHER",85211099
Other,852190
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER OTHER : VIDEO DUPLICATING SYSTEM WITH MASTER AND SLAVE CONTROL",85219010
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER OTHER : DVD PLAYER",85219020
"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER OTHER : OTHER",85219090
PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 8519 OR 8521,8522
PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 8519 TO 8521PICK-UP CARTRIDGES,85221000
PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 8519 TO 8521- OTHER,85229000
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, """"SMART CARDS"""" AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37",8523
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM : - FOR RECORDING SOUND : AUDIO CASSETTES",85231111
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM : - FOR RECORDING SOUND : OTHER",85231119
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM : - FOR RECORDING PHENOMENA OTHER THAN SOUND: VIDEO CASSETTES",85231121
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM : - FOR RECORDING PHENOMENA OTHER THAN SOUND: OTHER VIDEO MAGNETIC TAPE INCLUDING THOSE IN HUBS AND REELS, ROLLS, PANCAKES AND JUMBO ROLLS",85231122
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH NOT EXCEEDING 4 MM : - FOR RECORDING PHENOMENA OTHER THAN SOUND: OTHER",85231129
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - FOR RECORDING SOUND: AUDIO CASSETTES",85231211
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - FOR RECORDING SOUND: OTHER",85231219
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - FOR RECORDING PHENOMENA OTHER THAN SOUND : VIDEO CASSETTES",85231221
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - FOR RECORDING PHENOMENA OTHER THAN SOUND : OTHER VIDEO MAGNETIC TAPE INCLUDING THOSE IN HUBS AND REELS, ROLLS, PANCAKES AND JUMBO ROLLS",85231222
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 4 MM BUT NOT EXCEEDING 6.5 MM: - FOR RECORDING PHENOMENA OTHER THAN SOUND : OTHER",85231229
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING SOUND : AUDIO CASSETTE TAPE OF WIDTH EXCEEDING 6.5 MM BUT NOT EXCEEDING 35 MM, AND 16 MM SPROCKET TAPES",85231311
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING SOUND : OTHER AUDIO CASSETTE TAPE",85231312
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING SOUND : OTHER AUDIO MAGNETIC TAPE OF WIDTH EXCEEDING6.5 MM BUT NOT EXCEEDING 35 MM, AND 16 MM SPROCKET TAPES",85231313
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING SOUND : OTHER",85231319
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING PHENOMENA OTHER THAN SOUND :  AND 1 VIDEO CASSETTES",85231321
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING PHENOMENA OTHER THAN SOUND :# VIDEO CASSETTE SUITABLE TO WORK WITH BETACAM, BETACAM SP/M II AND VHS TYPE VCR",85231322
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING PHENOMENA OTHER THAN SOUND : OTHER VIDEO CASSETTES",85231323
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING PHENOMENA OTHER THAN SOUND :  AND 1 VIDEO TAPES",85231324
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING PHENOMENA OTHER THAN SOUND : OTHER VIDEO TAPES",85231325
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC TAPES: - OF A WIDTH EXCEEDING 6.5 MM: - FOR RECORDING PHENOMENA OTHER THAN SOUND : OTHER",85231329
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC DISCS: HARD DISC PACK",85232010
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC DISCS: FLOPPY DISC OR DISKETTES",85232020
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 - MAGNETIC DISCS: OTHER",85232090
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- CARDS INCORPORATING A MAGNETIC STRIPE",85232100
Other,852329
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- OTHER --- AUDIO CASSETTES",85232910
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- OTHER --- VIDEO CASSETTES",85232920
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- OTHER --- VIDEO MAGNETIC TAPE INCLUDING THOSE IN HUBS AND REELS, ROLLS, PANCAKES AND JUMBO ROLLS",85232930
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- OTHER --- 3/4 INCH AND 1 INCH VIDEO CASSETTES",85232940
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- OTHER --- 1/2 INCH VIDEO CASSETTES SUITABLE TO WORK WITH BETACAM, BETACAM SP/M II AND VHS TYPE VCR",85232950
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- OTHER --- OTHER VIDEO CASSETTES AND TAPES 3/4 INCH AND 1 INCH VIDEO CASSETTES",85232960
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- OTHER --- ALL KINDS OF MAGNETIC DISCS",85232970
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- OTHER --- CARTRIDGE TAPE",85232980
"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, SMART CARDS AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS PRODUCTION OF DISCS, BUT EXCLUDING PRODUCTS OF CHAPTER 37 - MAGNETIC MEDIA -- OTHER --- OTHER",85232990
"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF CHAPTER 37 CARDS INCORPORATING A MAGNETIC STRIPE",85233000
Optical media,852340
Unrecorded,852341
COMPACT DISC (AUDIO/VIDEO),85234110
"BLANK MASTER DISCS (THAT IS, SUBSTRATE) FOR PRODUCING STAMPER FOR COMPACT DISC",85234120
